CASEID,WEIGHT,WEIGHTPOP,P_PARTYID7,QUALLIFE,HLTHPHYS,HLTHMNTL,SATSOC,ACTSSOC,PHYSACTS,EMOPROBS,FATIGUE,RATEPAIN,FEELA,FEELB,FEELC,FEELD,FEELE,FEELF,FEELG,FEELH,FEELI,FEELJ,STRESS1,STRESS2,STRESS3,STRESS4,LONELY1,LONELY2,LONELY3,SATFIN,FINALTER,FINRELA,GOODLIFE,KIDSSOL,HAPPY,REACT1A,REACT1B,REACT1C,REACT1D,REACT1E,REACT1F,REACT1G,REACT1H,REACT1I,REACT1J,REACT1K,REACT1L,REACT1M,REACT1N,REACT1O,REACT2A,REACT2B,REACT2C,REACT2D,REACT2E,REACT2F,REACT2G,REACT2H,REACT2I,REACT2J,REACT2K,REACT2L,REACT2M,REACT2N,REACT2O,THNGA,THNGB,THNGC,THNGD,THNGE,INFO,CHANGE,Q9,Q10,Q11,Q14,ECONIMPACTA,ECONIMPACTB,ECONIMPACTC,ECONIMPACTD,ECONIMPACTE,ECONIMPACTF,ECONIMPACTG,ECONIMPACTH,ECONIMPACTI,ECONIMPACTJ,ECONIMPACTK,ECONIMPACTL,ECONIMPACTM,ECONIMPACTN,ECONIMPACTO,ECONIMPACTP,ECONIMPACTQ,Q25_1,Q25_2,Q25_3,Q25_4,Q25_DK,Q25_SKP,Q25_REF,Q19,Q20_1,Q20_2,Q20_3,Q20_DK,Q20_SKP,Q20_REF,Q21A,Q21B,Q21C,Q21D,Q21E,Q21F,Q21G,CAREGAPA,CAREGAPB,CAREGAPC,CAREGAPD,CAREGAPE,CAREGAPF,CAREGAPG,CAREGAPH,CAREGAPI,CAREGAPJ,CAREGAPK,CAREGAPL,WHYCAREGAPA,WHYCAREGAPB,WHYCAREGAPC,WHYCAREGAPD,WHYCAREGAPE,WHYCAREGAPF,WHYCAREGAPG,WHYCAREGAPH,WHYCAREGAPI,WHYCAREGAPJ,WHYCAREGAPK,WHYCAREGAPL,TELEHEALTH,CAREGIVEA,CAREGIVEB,CAREGIVEC,CAREGETA,CAREGETB,CAREGETC,FLOYDPROTESTA,FLOYDPROTESTB,FLOYDPROTESTC,FLOYDPROTESTD,STARTDT,ENDDT,DURATION,SURV_MODE,SURV_LANG,DEVICE,GENDER,AGE4,AGE7,EDUC4,MARITAL,EMPLOY,REGION4,REGION9,METRO,INTERNET,HOUSING,HOME_TYPE,PHONESERVICE,HHSIZE,HH01,HH25,HH612,HH1317,HH18OV,HHINCOME,EDU_R3,INC_R3,EMPLOYED,MARRIED,RACETH,AGE_GROUP_R5,HOTSPOT
2056,0.39996416,49881.402310,Moderate Democrat,Good,Very good,Good,Good,Good,Completely,Rarely,Mild,2,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Almost never,Fairly often,Fairly often,Almost never,Rarely,Rarely,Rarely,Not at all satisfied,Stayed the same,Average,Neither agree nor disagree,About the same,Pretty happy,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,No,No,Yes,No,No,Occasionally,None,Yes,No,Yes,"No, I receive no pay",Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,"Some possible symptoms, but no diagnosis by doctor",Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,,,,,Provider decided,,,,,Provider decided,Provider decided,,Yes,Yes,No,Yes,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,26JUN20:21:02:03,26JUN20:21:27:12,26,Web Interview,English,Smartphone,Female,30-44,35-44,Some college,Married,Working - as a paid employee,Midwest,East North Central,Metro Area,Internet Household,Rented for cash,A building with 2 or more apartments,Cellphone only,5,0,0,0,2,2,"$75,000 to under $100,000",Some college,"$50,000 to under $100,000",Employed,Married/co-habitating,Hispanic,40 to 59,Hotspot
2057,2.22287324,277224.92420,Lean Democrat,Good,Fair,Good,Poor,Good,Completely,Never,None,0 - No pain,No,No,No,No,Yes,Yes,No,No,Yes,No,Never,Sometimes,Sometimes,Never,Never,Very often,Never,Not at all satisfied,Stayed the same,Average,Somewhat agree,About the same,Not too happy,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,Often,Many,No,No,Yes,"No, I receive no pay",Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,,,,,I decided,,,,,,Both,,Yes,No,No,No,No,No,No,Agree,Strongly agree,Agree,Strongly agree,23JUN20:18:29:14,23JUN20:18:48:17,20,Phone interview,English,Phone interview (not online),Male,60+,65-74,HS graduate or equivalent,Divorced,Not working - retired,West,Mountain,Metro Area,Non-internet household,Rented for cash,A one-family house detached from any other house,Cellphone only,1,0,0,0,0,1,"$20,000 to under $30,000",High school diploma or less,"Less than $50,000",Not employed,Not married,Hispanic,65 or older,Hotspot
2058,0.35283855,44004.147080,Strong Republican,Excellent,Very good,Excellent,Very good,Very good,Mostly,Never,None,5,Yes,No,No,No,Yes,No,Yes,No,No,No,Almost never,Fairly often,Fairly often,Almost never,Never,Never,Never,More or less satisfied,Stayed the same,Average,Neither agree nor disagree,About the same,Pretty happy,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,No,Yes,No,No,No,Rarely,None,No,No,No,"No, I receive no pay",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Not sure,No,No,No,No,No,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,23JUN20:09:06:36,23JUN20:09:12:49,6,Web Interview,English,Desktop,Male,60+,55-64,Some college,Married,Not working - disabled,West,Pacific,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A building with 2 or more apartments,Landline telephone only,3,0,0,0,0,2,"$10,000 to under $20,000",Some college,"Less than $50,000",Not employed,Married/co-habitating,Hispanic,60 to 64,Not Hotspot
2059,0.60196873,75074.337490,Moderate Democrat,Good,Good,Fair,Fair,Fair,Mostly,Sometimes,Moderate,4,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Satisfied,Stayed the same,Average,Neither agree nor disagree,Somewhat worse,Not too happy,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,,Yes,,,,Yes,Yes,,,,,,,,,Yes,No,Yes,No,No,Occasionally,Some,No,No,No,"No, I receive no pay",No,No,No,No,No,No,No,No,SKIPPED ON WEB,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,,,,Both,Provider decided,Provider decided,,,,,,,Yes,No,No,No,No,No,No,Strongly agree,Strongly agree,Agree,Strongly agree,24JUN20:00:11:58,24JUN20:19:10:18,28,Web Interview,English,Smartphone,Male,45-59,55-64,Some college,Divorced,Not working - retired,Midwest,East North Central,Metro Area,Non-internet household,Rented for cash,A building with 2 or more apartments,Cellphone only,1,0,0,0,0,1,"$10,000 to under $20,000",Some college,"Less than $50,000",Not employed,Not married,"African American, non-Hispanic",40 to 59,Not Hotspot
2060,0.41350777,51570.488640,Moderate Republican,Very good,Good,Fair,Good,Fair,Completely,Sometimes,Mild,1,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Almost never,Very often,Sometimes,Almost never,Rarely,Rarely,Never,More or less satisfied,Better,Average,Strongly agree,Somewhat worse,Pretty happy,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,No,,,,,,,Yes,No,No,No,No,Rarely,Many,No,No,Yes,"No, I receive no pay",No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Not sure,No,No,No,No,No,No,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,22JUN20:17:08:31,22JUN20:17:19:21,11,Web Interview,English,Desktop,Male,30-44,35-44,BA or above,Never married,Working - as a paid employee,Midwest,West North Central,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A building with 2 or more apartments,Cellphone only,1,0,0,0,0,1,"$50,000 to under $75,000",Bachelors degree or more,"$50,000 to under $100,000",Employed,Not married,"White, non-Hispanic",40 to 59,Hotspot
2061,0.38894036,48506.573050,Moderate Democrat,Excellent,Excellent,Very good,Very good,Very good,Completely,Sometimes,Mild,0 - No pain,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Sometimes,Fairly often,Fairly often,Sometimes,Rarely,Rarely,Rarely,More or less satisfied,Better,Average,Somewhat disagree,About the same,Very happy,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,,No,No,Yes,Yes,Yes,Yes,,,,Yes,,,,,Yes,Yes,Yes,No,No,Occasionally,Some,Yes,No,Yes,"No, I receive no pay",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Not sure,No,No,No,No,No,No,Strongly agree,Neither agree nor disagree,Agree,Strongly disagree,22JUN20:09:06:51,22JUN20:09:14:19,8,Web Interview,English,Smartphone,Female,30-44,25-34,BA or above,Married,Working - as a paid employee,West,Pacific,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Cellphone only,3,0,1,0,0,2,"$50,000 to under $75,000",Bachelors degree or more,"$50,000 to under $100,000",Employed,Married/co-habitating,"White, non-Hispanic",30 to 39,Not Hotspot
2062,0.54964427,68548.709260,Lean Republican,Good,Fair,Good,Good,Good,Mostly,Sometimes,Mild,3,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Almost never,Fairly often,Fairly often,Almost never,Rarely,Sometimes,Rarely,Satisfied,Better,Above average,Neither agree nor disagree,Somewhat worse,Pretty happy,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,Yes,No,Yes,No,No,Often,Some,Yes,Yes,No,"No, I receive no pay",Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,,,,Both,Provider decided,I decided,I decided,Provider decided,,I decided,,,Yes,Yes,No,Yes,No,No,No,Strongly agree,Agree,Agree,Neither agree nor disagree,23JUN20:05:00:20,23JUN20:05:16:52,17,Web Interview,English,Desktop,Male,60+,65-74,BA or above,Married,Working - as a paid employee,West,Mountain,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house attached to one or more houses,"Have a landline, but mostly use cellphone",2,0,0,0,0,2,"$75,000 to under $100,000",Bachelors degree or more,"$50,000 to under $100,000",Employed,Married/co-habitating,"White, non-Hispanic",65 or older,Hotspot
2063,2.20421928,274898.50240,Strong Democrat,Good,Good,Good,Good,Good,Completely,Never,Mild,0 - No pain,No,No,No,No,Yes,No,Yes,No,Yes,No,Almost never,Almost never,Almost never,Almost never,Never,Never,Never,More or less satisfied,Better,Average,Strongly agree,Much better,Very happy,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,No,Yes,Yes,No,No,Most of the time,None,Yes,No,No,"No, I receive no pay",Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,A test indicating that you had the disease,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,SKIPPED ON WEB,No,No,No,No,No,Yes,No,No,,,,,,,,,,Provider decided,,,No,No,No,No,No,No,No,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,23JUN20:08:37:39,23JUN20:09:18:30,46,Web Interview,English,Desktop,Female,60+,65-74,HS graduate or equivalent,Married,Working - as a paid employee,Northeast,Mid-Atlantic,Metro Area,Internet Household,Occupied without payment of cash rent,A building with 2 or more apartments,"Have a landline, but mostly use cellphone",4,0,0,0,0,4,"$10,000 to under $20,000",High school diploma or less,"Less than $50,000",Employed,Married/co-habitating,"African American, non-Hispanic",65 or older,Hotspot
2065,0.63824387,79598.380260,Strong Democrat,Excellent,Excellent,Excellent,Excellent,Excellent,Completely,Rarely,Mild,0 - No pain,Yes,No,Yes,No,Yes,No,No,No,No,No,Never,Very often,Fairly often,Never,Never,Never,Never,Satisfied,Stayed the same,Above average,Somewhat agree,Somewhat better,Pretty happy,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,No,No,No,No,No,Occasionally,None,No,No,Yes,"Yes, I use paid leave",No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,No,No,No,No,No,No,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,22JUN20:23:01:01,22JUN20:23:07:14,6,Web Interview,English,Desktop,Male,30-44,25-34,BA or above,Living with partner,Working - as a paid employee,South,East South Central,Metro Area,Internet Household,Rented for cash,A one-family house attached to one or more houses,Cellphone only,2,0,0,0,0,2,"$100,000 to under $150,000",Bachelors degree or more,"$100,000 or more",Employed,Married/co-habitating,"White, non-Hispanic",30 to 39,Not Hotspot
2066,0.49745137,62039.487910,Strong Republican,Good,Good,Excellent,Fair,Very good,Completely,Never,Mild,1,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Almost never,Very often,Fairly often,Never,Never,Never,Never,More or less satisfied,Better,Average,Somewhat agree,Somewhat better,Pretty happy,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,No,No,No,No,No,Rarely,None,No,No,No,"No, I receive no pay",No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,Agree,Strongly agree,Neither agree nor disagree,Strongly disagree,22JUN20:20:04:07,22JUN20:20:23:56,20,Web Interview,English,Desktop,Male,60+,65-74,Some college,Married,Not working - looking for work,West,Mountain,Non-Metro Area,Non-internet household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Cellphone only,3,0,0,0,1,2,"$20,000 to under $30,000",Some college,"Less than $50,000",Not employed,Married/co-habitating,"White, non-Hispanic",65 or older,Not Hotspot
2067,0.39289922,49000.300100,Moderate Democrat,Good,Fair,Fair,Fair,Good,Completely,Sometimes,Moderate,0 - No pain,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Very often,Almost never,Almost never,Fairly often,Often,Often,Often,Not at all satisfied,Better,Above average,Strongly disagree,Somewhat better,Not too happy,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Often,Only a few,No,No,Yes,"Yes, I use paid leave",No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,SKIPPED ON WEB,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,,,,Both,,,,I decided,I decided,I decided,I decided,,No,Yes,No,No,No,No,No,Strongly agree,Disagree,Strongly agree,Disagree,23JUN20:14:57:19,23JUN20:15:14:51,18,Web Interview,English,Desktop,Male,30-44,35-44,BA or above,Never married,Working - as a paid employee,South,South Atlantic,Metro Area,Internet Household,Rented for cash,A building with 2 or more apartments,Cellphone only,1,0,0,0,0,1,"$75,000 to under $100,000",Bachelors degree or more,"$50,000 to under $100,000",Employed,Not married,Hispanic,30 to 39,Not Hotspot
2069,1.03144765,128636.66340,Lean Democrat,Good,Very good,Very good,Very good,Very good,Completely,Rarely,Mild,2,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Sometimes,Fairly often,Fairly often,Sometimes,Rarely,Rarely,Rarely,Satisfied,Better,Below average,Neither agree nor disagree,About the same,Pretty happy,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,,,No,,No,Yes,No,Yes,No,,No,,,,,No,Yes,Yes,No,No,Often,None,No,No,Yes,"Yes, I receive full pay but do not have to take leave",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,No,No,No,No,No,No,No,Strongly agree,Strongly disagree,Agree,Strongly disagree,23JUN20:06:16:52,23JUN20:06:29:38,14,Web Interview,English,Smartphone,Male,30-44,35-44,HS graduate or equivalent,Married,Working - self-employed,Northeast,New England,Non-Metro Area,Internet Household,Rented for cash,A one-family house detached from any other house,Landline telephone only,1,0,0,0,0,1,"$30,000 to under $40,000",High school diploma or less,"Less than $50,000",Employed,Married/co-habitating,"White, non-Hispanic",30 to 39,Not Hotspot
2070,0.47763017,59567.494270,Moderate Democrat,Very good,Very good,Very good,Good,Good,Completely,Sometimes,Mild,2,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Never,Very often,Fairly often,Never,Never,Never,Never,Satisfied,Stayed the same,Average,Somewhat disagree,Somewhat worse,Not too happy,No,SKIPPED ON WEB,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,Yes,,,,,,,,,No,Yes,Yes,No,No,Often,Some,No,No,Yes,"No, I receive no pay",No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,24JUN20:21:40:47,24JUN20:21:57:11,17,Web Interview,English,Desktop,Female,60+,55-64,BA or above,Married,Working - self-employed,Northeast,New England,Non-Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Landline telephone only,2,0,0,0,0,2,"$50,000 to under $75,000",Bachelors degree or more,"$50,000 to under $100,000",Employed,Married/co-habitating,"White, non-Hispanic",60 to 64,Not Hotspot
2072,0.78323727,97681.184990,Lean Democrat,Very good,Very good,Very good,Very good,Very good,Completely,Sometimes,Moderate,1,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Fairly often,Fairly often,Sometimes,Almost never,Rarely,Rarely,Rarely,More or less satisfied,Stayed the same,Above average,Neither agree nor disagree,Somewhat worse,Not too happy,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,,Yes,,Yes,Yes,No,,Yes,,Yes,,,,No,Yes,Yes,Yes,No,No,Often,Some,No,No,Yes,"No, I receive no pay",No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Not sure,No,No,No,No,No,No,Strongly agree,Agree,Strongly agree,Disagree,23JUN20:04:29:16,23JUN20:06:11:57,9,Web Interview,English,Desktop,Female,30-44,35-44,Some college,Married,Not working - other,Northeast,New England,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,"Have a landline, but mostly use cellphone",6,0,0,1,1,3,"$75,000 to under $100,000",Some college,"$50,000 to under $100,000",Not employed,Married/co-habitating,"White, non-Hispanic",30 to 39,Hotspot
2074,0.37060977,46220.479260,Lean Republican,Very good,Very good,Very good,Good,Good,Completely,Never,None,0 - No pain,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Almost never,Fairly often,Fairly often,Never,Rarely,Rarely,Sometimes,Satisfied,Stayed the same,Above average,Somewhat agree,Somewhat worse,Pretty happy,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,Often,None,No,No,No,"No, I receive no pay",No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,Agree,Agree,Agree,Neither agree nor disagree,22JUN20:19:25:57,22JUN20:19:49:11,23,Web Interview,English,Desktop,Male,60+,65-74,Some college,Divorced,Working - as a paid employee,Midwest,West North Central,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,"Have cellphone, but mostly use landline",1,0,0,0,0,1,"$100,000 to under $150,000",Some college,"$100,000 or more",Employed,Not married,"White, non-Hispanic",65 or older,Not Hotspot
2075,0.69230969,86341.181080,Don't Lean/Independent/None,Very good,Good,Very good,Very good,Very good,Mostly,Never,Moderate,4,No,No,No,No,Yes,Yes,No,No,Yes,No,Very often,Very often,Fairly often,Almost never,Rarely,Never,Never,More or less satisfied,Stayed the same,Below average,Somewhat agree,About the same,Pretty happy,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,No,No,No,No,No,Occasionally,Only a few,No,No,No,"No, I receive no pay",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,Agree,Strongly agree,Agree,Strongly agree,22JUN20:17:24:22,22JUN20:17:35:04,11,Web Interview,English,Desktop,Male,60+,75+,HS graduate or equivalent,Widowed,Not working - retired,West,Mountain,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A mobile home or trailer,Landline telephone only,1,0,0,0,0,1,"$20,000 to under $30,000",High school diploma or less,"Less than $50,000",Not employed,Not married,"White, non-Hispanic",65 or older,Hotspot
2077,0.70854888,88366.446090,Strong Democrat,Good,Good,Good,Good,Good,Completely,Rarely,Mild,0 - No pain,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Almost never,Very often,Sometimes,Almost never,Never,Never,Never,More or less satisfied,Stayed the same,Above average,Strongly disagree,Somewhat better,Pretty happy,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,,,No,No,No,Yes,Yes,No,Yes,No,No,,,Yes,Yes,Yes,Yes,Yes,No,No,Often,None,No,No,Yes,"Yes, I use paid leave",No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,,,,,,,I decided,,,No,No,No,No,Yes,No,No,Strongly agree,Disagree,Strongly agree,Disagree,22JUN20:20:56:38,22JUN20:21:12:33,16,Web Interview,English,Desktop,Female,60+,65-74,BA or above,Divorced,Working - as a paid employee,West,Mountain,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,"Have a landline, but mostly use cellphone",1,0,0,0,0,1,"$75,000 to under $100,000",Bachelors degree or more,"$50,000 to under $100,000",Employed,Not married,"White, non-Hispanic",65 or older,Not Hotspot
2078,0.77589163,96765.076750,Moderate Democrat,Good,Good,Good,Good,Good,Moderately,Often,Moderate,3,Yes,No,No,No,Yes,Yes,No,No,No,No,Sometimes,Almost never,Sometimes,Fairly often,Rarely,Sometimes,Often,Not at all satisfied,Worse,Below average,Somewhat disagree,Somewhat worse,Not too happy,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,,,No,Yes,Yes,,Yes,,,,No,,,,,No,Yes,Yes,No,No,Most of the time,None,Yes,Yes,Yes,"No, I receive no pay",Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,,,,,Both,,,,Both,,,,Yes,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,23JUN20:18:29:32,24JUN20:00:59:13,24,Web Interview,English,Smartphone,Female,45-59,45-54,Some college,Married,Working - as a paid employee,Northeast,Mid-Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,"Have a landline, but mostly use cellphone",3,0,0,0,0,3,"$30,000 to under $40,000",Some college,"Less than $50,000",Employed,Married/co-habitating,"White, non-Hispanic",40 to 59,Not Hotspot
2080,1.09961236,137137.80380,Moderate Democrat,Fair,Fair,Good,Fair,Good,Mostly,Sometimes,Moderate,10 - The worst imaginable pain,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Never,Fairly often,Sometimes,Almost never,Often,Often,Rarely,More or less satisfied,Stayed the same,Below average,Strongly disagree,About the same,Not too happy,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,,,No,No,No,No,Yes,,,,,,,,Yes,Yes,Yes,Yes,No,No,Most of the time,Only a few,Yes,Yes,No,"No, I receive no pay",Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,,,,Both,,,,DON'T KNOW,,,Yes,No,No,No,No,No,No,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,24JUN20:00:10:26,03JUL20:19:59:58,34,Phone interview,English,Phone interview (not online),Female,30-44,35-44,BA or above,Never married,Not working - looking for work,Northeast,Mid-Atlantic,Metro Area,Non-internet household,Owned or being bought by you or someone in your household,A building with 2 or more apartments,Cellphone only,1,0,0,0,0,1,"Under $10,000",Bachelors degree or more,"Less than $50,000",Not employed,Not married,"African American, non-Hispanic",40 to 59,Hotspot
