CASEID,WEIGHT,WEIGHTPOP,P_PARTYID7,QUALLIFE,HLTHPHYS,HLTHMNTL,SATSOC,ACTSSOC,PHYSACTS,EMOPROBS,FATIGUE,RATEPAIN,FEELA,FEELB,FEELC,FEELD,FEELE,FEELF,FEELG,FEELH,FEELI,FEELJ,STRESS1,STRESS2,STRESS3,STRESS4,LONELY1,LONELY2,LONELY3,SATFIN,FINALTER,FINRELA,GOODLIFE,KIDSSOL,HAPPY,REACT1A,REACT1B,REACT1C,REACT1D,REACT1E,REACT1F,REACT1G,REACT1H,REACT1I,REACT1J,REACT1K,REACT1L,REACT1M,REACT1N,REACT1O,REACT2A,REACT2B,REACT2C,REACT2D,REACT2E,REACT2F,REACT2G,REACT2H,REACT2I,REACT2J,REACT2K,REACT2L,REACT2M,REACT2N,REACT2O,THNGA,THNGB,THNGC,THNGD,THNGE,INFO,CHANGE,Q9,Q10,Q11,Q14,ECONIMPACTA,ECONIMPACTB,ECONIMPACTC,ECONIMPACTD,ECONIMPACTE,ECONIMPACTF,ECONIMPACTG,ECONIMPACTH,ECONIMPACTI,ECONIMPACTJ,ECONIMPACTK,ECONIMPACTL,ECONIMPACTM,ECONIMPACTN,ECONIMPACTO,ECONIMPACTP,ECONIMPACTQ,Q25_1,Q25_2,Q25_3,Q25_4,Q25_DK,Q25_SKP,Q25_REF,Q19,Q20_1,Q20_2,Q20_3,Q20_DK,Q20_SKP,Q20_REF,Q21A,Q21B,Q21C,Q21D,Q21E,Q21F,Q21G,CAREGAPA,CAREGAPB,CAREGAPC,CAREGAPD,CAREGAPE,CAREGAPF,CAREGAPG,CAREGAPH,CAREGAPI,CAREGAPJ,CAREGAPK,CAREGAPL,WHYCAREGAPA,WHYCAREGAPB,WHYCAREGAPC,WHYCAREGAPD,WHYCAREGAPE,WHYCAREGAPF,WHYCAREGAPG,WHYCAREGAPH,WHYCAREGAPI,WHYCAREGAPJ,WHYCAREGAPK,WHYCAREGAPL,TELEHEALTH,CAREGIVEA,CAREGIVEB,CAREGIVEC,CAREGETA,CAREGETB,CAREGETC,FLOYDPROTESTA,FLOYDPROTESTB,FLOYDPROTESTC,FLOYDPROTESTD,STARTDT,ENDDT,DURATION,SURV_MODE,SURV_LANG,DEVICE,GENDER,AGE4,AGE7,EDUC4,MARITAL,EMPLOY,REGION4,REGION9,METRO,INTERNET,HOUSING,HOME_TYPE,PHONESERVICE,HHSIZE,HH01,HH25,HH612,HH1317,HH18OV,HHINCOME,EDU_R3,INC_R3,EMPLOYED,MARRIED,RACETH,AGE_GROUP_R5,HOTSPOT
2636,1,69056,Lean Democrat,Good,Good,Good,Good,Good,Completely,Rarely,Mild,1,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Sometimes,Fairly often,Almost never,Almost never,Rarely,Sometimes,Sometimes,More or less satisfied,Worse,Above average,Strongly disagree,Much worse,Not too happy,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,,,,,No,,No,,,No,,,,,Yes,No,Yes,No,No,Often,None,No,No,No,"No, I receive no pay",No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,Strongly agree,Agree,Agree,Neither agree nor disagree,22JUL20:16:26:58,22JUL20:16:34:44,8,Web Interview,English,Desktop,Male,60+,55-64,BA or above,Married,Not working - retired,Northeast,Mid-Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,"Have a landline, but mostly use cellphone",3,0,0,0,0,3,"$150,000 or more",Bachelors degree or more,"$100,000 or more",Not employed,Married/co-habitating,"White, non-Hispanic",60 to 64,0
2347,0,57787,Don't Lean/Independent/None,Good,Good,Fair,Good,Good,Completely,Often,Moderate,1,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Fairly often,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,Not at all satisfied,Worse,Far below average,Somewhat disagree,Somewhat better,Pretty happy,No,No,Yes,Yes,Yes,Yes,Yes,No,SKIPPED ON WEB,Yes,Yes,No,No,Yes,Yes,,,Yes,No,No,Yes,Yes,,,Yes,Yes,,,Yes,Yes,No,Yes,Yes,No,No,Occasionally,Only a few,No,No,Yes,"No, I receive no pay",Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Yes,Yes,Yes,Yes,No,No,No,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,22JUL20:11:25:13,22JUL20:11:34:57,10,Web Interview,English,Smartphone,Female,18-29,25-34,Some college,Never married,Working - as a paid employee,Northeast,Mid-Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,"Have a landline, but mostly use cellphone",6,0,4,0,0,3,"$20,000 to under $30,000",Some college,"Less than $50,000",Employed,Not married,"White, non-Hispanic",18 to 29,0
2478,2,310231,Moderate Republican,Good,Excellent,Very good,Very good,Very good,Completely,Never,Mild,0 - No pain,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Never,Never,Fairly often,Never,Never,Never,Never,Satisfied,Better,Average,Neither agree nor disagree,About the same,Pretty happy,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,No,No,No,No,No,Often,None,No,No,Yes,"No, I receive no pay",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Not sure,Yes,No,No,Yes,No,No,Agree,Strongly agree,Agree,Agree,30JUL20:18:25:10,30JUL20:18:47:15,23,Web Interview,English,Smartphone,Female,45-59,45-54,No HS diploma,Divorced,Working - as a paid employee,Northeast,Mid-Atlantic,Metro Area,Internet Household,Rented for cash,A building with 2 or more apartments,Cellphone only,6,0,1,0,1,5,"$20,000 to under $30,000",High school diploma or less,"Less than $50,000",Employed,Not married,"White, non-Hispanic",40 to 59,0
2711,1,117750,Lean Democrat,Good,Very good,Good,Fair,Good,Completely,Sometimes,Mild,1,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Fairly often,Sometimes,Almost never,Almost never,Sometimes,Sometimes,Often,Satisfied,Better,Above average,Somewhat agree,No children,Not too happy,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,,,No,Yes,Yes,Yes,Yes,No,Yes,,No,,,No,Yes,No,No,Yes,No,No,Most of the time,Some,No,No,Yes,"Yes, I receive full pay but do not have to take leave",No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,Agree,Agree,Neither agree nor disagree,Agree,02AUG20:18:17:54,02AUG20:18:28:44,11,Web Interview,English,Smartphone,Female,30-44,35-44,BA or above,Married,Not working - other,Northeast,Mid-Atlantic,Metro Area,Internet Household,Rented for cash,A building with 2 or more apartments,Cellphone only,3,0,0,0,0,3,"$150,000 or more",Bachelors degree or more,"$100,000 or more",Not employed,Married/co-habitating,"White, non-Hispanic",30 to 39,1
2048,2,287033,Moderate Democrat,Very good,Good,Very good,Good,Very good,Completely,Rarely,Mild,0 - No pain,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Almost never,Very often,Fairly often,Almost never,Never,Rarely,Rarely,More or less satisfied,Better,Average,Strongly agree,Much better,Pretty happy,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,,,,,Yes,No,,Yes,,No,No,,,,Yes,Yes,Yes,No,No,Occasionally,Some,Yes,No,Yes,"No, I receive no pay",Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Yes,Yes,No,Yes,No,No,No,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,24JUL20:21:56:40,24JUL20:22:29:58,34,Web Interview,English,Smartphone,Male,30-44,35-44,HS graduate or equivalent,Married,Working - as a paid employee,Northeast,Mid-Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house attached to one or more houses,"Have a landline, but mostly use cellphone",3,0,0,0,0,3,"$75,000 to under $100,000",High school diploma or less,"$50,000 to under $100,000",Employed,Married/co-habitating,"African American, non-Hispanic",30 to 39,1
348,1,79404,Strong Republican,Very good,Very good,Very good,Very good,Very good,Completely,Never,None,0 - No pain,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Never,Fairly often,Fairly often,Never,Never,Never,Never,Satisfied,Better,Average,Somewhat agree,No children,Pretty happy,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,No,Yes,Yes,No,No,Most of the time,None,Yes,No,Yes,"Yes, I receive full pay but do not have to take leave",No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Not sure,No,No,No,No,No,No,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,22JUL20:14:59:12,22JUL20:15:06:53,8,Web Interview,English,Smartphone,Male,45-59,45-54,BA or above,Married,Working - as a paid employee,Northeast,Mid-Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Cellphone only,6,0,0,0,0,6,"$75,000 to under $100,000",Bachelors degree or more,"$50,000 to under $100,000",Employed,Married/co-habitating,"White, non-Hispanic",40 to 59,0
1314,0,53652,Moderate Democrat,Good,Fair,Good,Good,Good,Completely,Sometimes,Mild,2,No,No,No,No,Yes,Yes,No,No,Yes,No,Almost never,Almost never,Fairly often,Almost never,Rarely,Sometimes,Rarely,Satisfied,Stayed the same,Average,Neither agree nor disagree,No children,Pretty happy,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,No,No,No,No,No,Often,None,No,No,No,"No, I receive no pay",No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,22JUL20:18:15:59,22JUL20:18:29:26,14,Web Interview,English,Smartphone,Male,60+,55-64,Some college,Married,Not working - retired,Northeast,Mid-Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,"Have cellphone, but mostly use landline",2,0,0,0,0,2,"$40,000 to under $50,000",Some college,"Less than $50,000",Not employed,Married/co-habitating,"White, non-Hispanic",60 to 64,0
2224,1,90484,Moderate Republican,Very good,Very good,Very good,Very good,Very good,Mostly,Never,None,0 - No pain,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Never,Very often,Fairly often,Never,Never,Never,Never,More or less satisfied,Better,Average,Somewhat agree,Somewhat worse,Pretty happy,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,No,No,No,No,No,Occasionally,SKIPPED ON WEB,No,No,Yes,"No, I receive no pay",No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,No,No,No,No,No,No,No,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,22JUL20:18:38:49,22JUL20:18:50:37,12,Web Interview,English,Smartphone,Female,45-59,45-54,Some college,Married,Working - as a paid employee,Northeast,Mid-Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,"Have a landline, but mostly use cellphone",4,0,0,0,0,4,"$100,000 to under $150,000",Some college,"$100,000 or more",Employed,Married/co-habitating,"White, non-Hispanic",40 to 59,0
3512,2,293549,Moderate Democrat,Good,Fair,Very good,Very good,Very good,Mostly,Never,Mild,8,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Never,Never,Fairly often,Never,Sometimes,Never,Never,More or less satisfied,Better,Above average,Somewhat agree,Somewhat better,Not too happy,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,,,No,No,,Yes,No,,,,No,,No,,,Yes,Yes,Yes,No,No,Rarely,Only a few,Yes,No,No,"No, I receive no pay",Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,SKIPPED ON WEB,SKIPPED ON WEB,SKIPPED ON WEB,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,,,,,,,I decided,,,No,No,No,No,No,No,No,Agree,Disagree,Agree,Agree,26JUL20:21:25:03,26JUL20:21:45:14,20,Web Interview,Spanish,Smartphone,Female,45-59,55-64,No HS diploma,Married,Working - as a paid employee,Northeast,Mid-Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A building with 2 or more apartments,Cellphone only,5,0,0,0,0,3,"$50,000 to under $75,000",High school diploma or less,"$50,000 to under $100,000",Employed,Married/co-habitating,Hispanic,40 to 59,1
646,1,86910,Lean Republican,Excellent,Excellent,Very good,Very good,Good,Completely,Rarely,Mild,1,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Sometimes,Very often,Fairly often,Almost never,Sometimes,Sometimes,Never,Satisfied,Stayed the same,Far above average,Neither agree nor disagree,About the same,Pretty happy,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,,,,No,,,,,SKIPPED ON WEB,,,,,No,,No,Yes,Yes,No,No,Often,None,Yes,No,No,"No, I receive no pay",No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,Strongly agree,Agree,Strongly agree,Disagree,22JUL20:19:01:42,23JUL20:07:07:33,12,Web Interview,English,Tablet,Male,60+,55-64,BA or above,Never married,Not working - retired,Northeast,Mid-Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A building with 2 or more apartments,"Have a landline, but mostly use cellphone",1,0,0,0,0,1,"$150,000 or more",Bachelors degree or more,"$100,000 or more",Not employed,Not married,"White, non-Hispanic",60 to 64,1
385,1,104819,Don't Lean/Independent/None,Very good,Excellent,Excellent,Very good,Very good,Completely,Never,None,0 - No pain,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Never,Almost never,Fairly often,Almost never,Never,Never,Never,Satisfied,Better,Above average,Somewhat agree,No children,Pretty happy,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,No,No,No,No,No,Occasionally,None,Yes,Yes,Yes,"Yes, I use paid leave",No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,Agree,Disagree,Disagree,Disagree,24JUL20:01:00:00,24JUL20:01:08:59,9,Web Interview,English,Desktop,Male,45-59,45-54,BA or above,Married,Working - as a paid employee,Northeast,Mid-Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A building with 2 or more apartments,Cellphone only,2,0,0,0,0,2,"$150,000 or more",Bachelors degree or more,"$100,000 or more",Employed,Married/co-habitating,"White, non-Hispanic",40 to 59,1
1507,3,326573,Strong Republican,Very good,Very good,Very good,Very good,Very good,Mostly,Rarely,Moderate,2,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Almost never,Sometimes,Fairly often,Fairly often,Rarely,Rarely,Rarely,More or less satisfied,Better,Below average,Neither agree nor disagree,About the same,Pretty happy,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,No,,Yes,,,,,,,,Yes,Yes,Yes,No,No,Often,Only a few,No,No,Yes,"Yes, I receive partial pay",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,No,No,SKIPPED ON WEB,No,No,No,No,Agree,Agree,Agree,Neither agree nor disagree,23JUL20:16:39:07,23JUL20:17:22:15,43,Web Interview,English,Desktop,Male,30-44,25-34,BA or above,Married,Working - as a paid employee,Northeast,Mid-Atlantic,Metro Area,Internet Household,Rented for cash,A building with 2 or more apartments,Cellphone only,2,0,0,0,0,2,"$75,000 to under $100,000",Bachelors degree or more,"$50,000 to under $100,000",Employed,Married/co-habitating,Other,30 to 39,1
1426,1,105116,Moderate Democrat,Good,Good,Very good,Very good,Good,Moderately,Rarely,Moderate,3,No,No,No,No,No,Yes,No,No,No,No,Almost never,Very often,Sometimes,Never,Sometimes,Sometimes,Never,Not at all satisfied,Worse,Below average,Somewhat agree,No children,Not too happy,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,,,,,No,Yes,,,No,,,,,,,No,No,Yes,No,No,Occasionally,None,No,No,No,"No, I receive no pay",No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,REFUSED,Strongly agree,Agree,Strongly agree,30JUL20:12:57:54,30JUL20:13:16:49,19,Phone interview,English,Phone interview (not online),Female,60+,65-74,HS graduate or equivalent,Never married,Not working - retired,Northeast,Mid-Atlantic,Metro Area,Internet Household,Rented for cash,A building with 2 or more apartments,"Have cellphone, but mostly use landline",1,0,0,0,0,1,"$10,000 to under $20,000",High school diploma or less,"Less than $50,000",Not employed,Not married,Hispanic,65 or older,1
2624,1,140205,Lean Democrat,Poor,Poor,Fair,Poor,Good,A little,Often,Very severe,7,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Very often,Almost never,Never,Very often,Very often,Very often,Very often,Not at all satisfied,Worse,Below average,Strongly disagree,No children,Not too happy,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes,No,No,Yes,No,No,Often,None,No,No,No,"No, I receive no pay",Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,Provider decided,,,,,Provider decided,,Provider decided,,,,,Yes,No,No,No,No,No,No,Strongly agree,Agree,Strongly agree,Strongly disagree,22JUL20:15:10:39,22JUL20:15:20:20,10,Web Interview,English,Smartphone,Male,45-59,55-64,BA or above,Never married,Working - as a paid employee,Northeast,Mid-Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A building with 2 or more apartments,"Have a landline, but mostly use cellphone",1,0,0,0,0,1,"$150,000 or more",Bachelors degree or more,"$100,000 or more",Employed,Not married,Other,40 to 59,1
188,1,134574,Lean Republican,Good,Good,Fair,Poor,Fair,Completely,Often,Moderate,5,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Fairly often,Sometimes,Sometimes,Sometimes,Very often,Very often,Sometimes,Satisfied,Worse,Far above average,Somewhat disagree,No children,Not too happy,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,No,No,Yes,No,No,Most of the time,None,No,No,No,"No, I receive no pay",No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,,,,,,,I decided,,,Not sure,No,No,No,No,No,No,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,26JUL20:13:21:21,26JUL20:13:31:10,10,Web Interview,English,Smartphone,Male,60+,55-64,BA or above,Never married,Working - as a paid employee,Northeast,Mid-Atlantic,Metro Area,Non-internet household,Rented for cash,A building with 2 or more apartments,Cellphone only,1,0,0,0,0,1,"$150,000 or more",Bachelors degree or more,"$100,000 or more",Employed,Not married,"White, non-Hispanic",60 to 64,1
3551,0,29632,Lean Democrat,Good,Very good,Good,Good,Very good,Completely,Often,Severe,1,No,No,Yes,No,Yes,No,No,Yes,No,No,Fairly often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,More or less satisfied,Worse,Below average,Somewhat disagree,Somewhat worse,Pretty happy,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,,,Yes,,,No,No,Yes,Yes,,Yes,,,No,,No,No,Yes,No,Yes,Occasionally,Many,Yes,No,No,"No, I receive no pay",Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,,,,Provider decided,Provider decided,,,,,,,,Yes,Yes,No,No,Yes,No,No,Agree,Strongly agree,Agree,Strongly agree,26JUL20:09:18:53,26JUL20:09:33:08,14,Web Interview,English,Smartphone,Female,30-44,35-44,Some college,Married,Working - as a paid employee,Northeast,Mid-Atlantic,Metro Area,Internet Household,Rented for cash,A building with 2 or more apartments,No telephone service,6,0,0,2,0,6,"$30,000 to under $40,000",Some college,"Less than $50,000",Employed,Married/co-habitating,Hispanic,30 to 39,1
2406,1,63230,Don't Lean/Independent/None,Good,Good,Good,Very good,Very good,Completely,Rarely,Mild,3,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Almost never,Fairly often,Fairly often,Almost never,Never,Rarely,Never,More or less satisfied,Stayed the same,Average,Neither agree nor disagree,About the same,Pretty happy,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,No,,,,,,,,Yes,No,Yes,No,No,Often,Only a few,No,No,No,"No, I receive no pay",No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,,,,Both,,Provider decided,,,,Both,Both,,Yes,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Agree,22JUL20:23:12:25,22JUL20:23:28:36,16,Web Interview,English,Desktop,Male,60+,65-74,Some college,Living with partner,Not working - retired,Northeast,Mid-Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A building with 2 or more apartments,"Have a landline, but mostly use cellphone",2,0,0,0,0,2,"$75,000 to under $100,000",Some college,"$50,000 to under $100,000",Not employed,Married/co-habitating,"White, non-Hispanic",65 or older,1
1153,1,106341,Moderate Democrat,Fair,Fair,Fair,Fair,Fair,A little,Sometimes,Moderate,5,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not at all satisfied,Better,Above average,Somewhat agree,Somewhat worse,Not too happy,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,,Yes,,No,No,,,,Yes,,Yes,No,No,Yes,,No,Yes,Yes,Yes,No,Occasionally,Only a few,No,No,Yes,"Yes, I receive partial pay",No,No,SKIPPED ON WEB,No,No,Yes,No,No,No,No,SKIPPED ON WEB,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,"A medical diagnosis indicating that you had the disease, but",No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,I decided,,,,Provider decided,Provider decided,,,Both,,,Both,No,No,Yes,No,SKIPPED ON WEB,SKIPPED ON WEB,SKIPPED ON WEB,Agree,Neither agree nor disagree,Disagree,Strongly disagree,22JUL20:21:15:06,22JUL20:21:19:17,4,Web Interview,English,Desktop,Male,45-59,45-54,HS graduate or equivalent,Living with partner,Working - as a paid employee,Northeast,Mid-Atlantic,Metro Area,Internet Household,Rented for cash,A building with 2 or more apartments,"Have a landline, but mostly use cellphone",5,0,0,0,0,5,"$50,000 to under $75,000",High school diploma or less,"$50,000 to under $100,000",Employed,Married/co-habitating,Other,40 to 59,1
2505,2,297845,Moderate Democrat,Very good,Very good,Fair,Fair,Poor,Completely,Always,Moderate,0 - No pain,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,More or less satisfied,Stayed the same,Average,Somewhat disagree,About the same,Pretty happy,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,,Yes,,Yes,No,Yes,Yes,Yes,Yes,Yes,,,,,Yes,Yes,Yes,No,No,Occasionally,Only a few,No,No,No,"No, I receive no pay",No,No,Yes,No,No,No,SKIPPED ON WEB,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,,,,,,,Provider decided,,,Yes,No,No,No,No,No,No,Agree,Strongly agree,Agree,Strongly agree,08AUG20:06:16:57,08AUG20:06:27:01,11,Web Interview,English,Smartphone,Female,45-59,45-54,BA or above,Married,Working - as a paid employee,Northeast,Mid-Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,"Have a landline, but mostly use cellphone",6,0,0,0,1,3,"$100,000 to under $150,000",Bachelors degree or more,"$100,000 or more",Employed,Married/co-habitating,"White, non-Hispanic",40 to 59,1
